Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	Ensembl ID
Aifm2	current symbol	MGI:1918611	10	+	61551042	61575039	ENSMUSG00000020085
Aig1	current symbol	MGI:1913503	10	-	13522798	13744724	ENSMUSG00000019806
Aimp1	current symbol	MGI:102774	3	-	132366242	132390131	ENSMUSG00000028029
Aimp2	current symbol	MGI:2385237	5	-	143839522	143846657	ENSMUSG00000029610
Aip	current symbol	MGI:109622	19	-	4164446	4175858	ENSMUSG00000024847
Aip	synonym	MGI:1913327	4	+	155915709	155917555	ENSMUSG00000065990
Ak2	current symbol	MGI:87978	4	+	128887017	128905322	ENSMUSG00000028792
Ak3	current symbol	MGI:1860835	19	-	28998233	29025361	ENSMUSG00000024782
Ak3	human synonym	MGI:87979	4	+	101276474	101324192	ENSMUSG00000028527
Akap10	current symbol	MGI:1890218	11	-	61762133	61821078	ENSMUSG00000047804
Akap12	current symbol	MGI:1932576	10	+	4216380	4309470	ENSMUSG00000038587
Akap17b	current symbol	MGI:2443758	X	-	35871967	35909048	ENSMUSG00000059708
Akap2	old symbol	MGI:5141924	4	+	57434475	57896984	ENSMUSG00000038729
Akap2	old symbol	MGI:5141924	4	+	57434475	57896984	ENSMUSG00000089945
Akap2	old symbol	MGI:5141924	4	+	57434475	57896984	ENSMUSG00000090053
Akap8	current symbol	MGI:1928488	17	-	32522646	32540212	ENSMUSG00000024045
Akap9	current symbol	MGI:2178217	5	+	3977410	4130204	ENSMUSG00000040407
Akirin1	current symbol	MGI:1915300	4	-	123628988	123644092	ENSMUSG00000023075
Akirin2	current symbol	MGI:1889364	4	+	34550937	34566908	ENSMUSG00000028291
Akr1b8	current symbol	MGI:107673	6	+	34331081	34345396	ENSMUSG00000029762
Akr1b8	rat symbol	MGI:1915111	6	+	34361182	34373884	ENSMUSG00000061758
Akr1c18	current symbol	MGI:2145420	13	-	4182614	4200645	ENSMUSG00000021214
Akr7a5	current symbol	MGI:107796	4	+	139038055	139045737	ENSMUSG00000028743
Akt1s1	current symbol	MGI:1914855	7	+	44498648	44504845	ENSMUSG00000011096
Alas1	current symbol	MGI:87989	9	-	106110654	106125153	ENSMUSG00000032786
Aldh16a1	current symbol	MGI:1916998	7	-	44791257	44804008	ENSMUSG00000007833
Aldh18a1	current symbol	MGI:1888908	19	-	40538701	40576907	ENSMUSG00000025007
Aldh1a3	current symbol	MGI:1861722	7	-	66040640	66077225	ENSMUSG00000015134
Aldh1l2	current symbol	MGI:2444680	10	-	83323314	83370004	ENSMUSG00000020256
Aldh2	rat synonym	MGI:1353450	19	+	20470079	20620829	ENSMUSG00000053279
Aldh2	current symbol	MGI:99600	5	-	121704090	121731887	ENSMUSG00000029455
Aldh3a1	current symbol	MGI:1353451	11	+	61099336	61109244	ENSMUSG00000019102
Aldh3a1	zebrafish symbol	MGI:1353452	11	-	61114240	61158267	ENSMUSG00000010025
Aldh3b1	current symbol	MGI:1914939	19	-	3963491	3979808	ENSMUSG00000024885
Aldh3b1	zebrafish symbol	MGI:2147613	19	+	4022328	4031646	ENSMUSG00000075296
Aldh3b1	zebrafish symbol	MGI:1920708	19	+	4008645	4022103	ENSMUSG00000037263
Alg1	current symbol	MGI:2384774	16	+	5051485	5062776	ENSMUSG00000039427
Alg13	current symbol	MGI:1914824	X	+	143100962	143157446	ENSMUSG00000041718
Alg13	rat symbol	MGI:2443773	3	-	85777156	85794823	ENSMUSG00000031286
Alg2	current symbol	MGI:1914731	4	-	47469833	47474367	ENSMUSG00000039740
Alg2	old symbol	MGI:109283	13	-	74451628	74465699	ENSMUSG00000021576
Alg3	current symbol	MGI:1098592	16	-	20424208	20429515	ENSMUSG00000033809
Alg8	current symbol	MGI:2141959	7	+	97020813	97041392	ENSMUSG00000035704
Alkbh2	current symbol	MGI:2141032	5	-	114261987	114266279	ENSMUSG00000044339
Alkbh3	current symbol	MGI:1916363	2	-	93810979	93841099	ENSMUSG00000040174
Alkbh5	current symbol	MGI:2144489	11	+	60428509	60449338	ENSMUSG00000042650
Alkbh6	current symbol	MGI:2142037	7	+	30008178	30013728	ENSMUSG00000042831
Alox5	current symbol	MGI:87999	6	-	116387038	116438139	ENSMUSG00000025701
Alpk1	current symbol	MGI:1918731	3	-	127463959	127574176	ENSMUSG00000028028
Alpl	current symbol	MGI:87983	4	-	137469044	137523695	ENSMUSG00000028766
Amdhd2	current symbol	MGI:2443978	17	-	24374807	24382740	ENSMUSG00000036820
Amfr	current symbol	MGI:1345634	8	-	94698216	94739301	ENSMUSG00000031751
Ammecr1l	current symbol	MGI:2442711	18	+	31892879	31915796	ENSMUSG00000041915
Amot	current symbol	MGI:108440	X	-	144229420	144288145	ENSMUSG00000041688
Amotl1	current symbol	MGI:1922973	9	-	14453262	14556352	ENSMUSG00000013076
Ampd2	current symbol	MGI:88016	3	-	107981378	107993967	ENSMUSG00000027889
Ampd3	current symbol	MGI:1096344	7	+	110367413	110411612	ENSMUSG00000005686
Amz1	current symbol	MGI:2442258	5	+	140709882	140739067	ENSMUSG00000050022
Amz2	current symbol	MGI:104837	11	+	109316772	109328974	ENSMUSG00000020610
Anapc1	current symbol	MGI:103097	2	-	128452024	128529311	ENSMUSG00000014355
Anapc16	current symbol	MGI:1289325	10	-	59823730	59838935	ENSMUSG00000020107
Anapc2	current symbol	MGI:2139135	2	+	25162490	25175927	ENSMUSG00000026965
Anapc4	current symbol	MGI:1098673	5	+	52991477	53024076	ENSMUSG00000029176
Anapc7	current symbol	MGI:1929711	5	+	122559756	122582975	ENSMUSG00000029466
Angel1	current symbol	MGI:1915987	12	-	86747276	86773234	ENSMUSG00000021257
Angpt1	current symbol	MGI:108448	15	-	42288119	42540373	ENSMUSG00000022309
Angptl2	current symbol	MGI:1347002	2	+	33106081	33137729	ENSMUSG00000004105
Angptl6	current symbol	MGI:1917976	9	-	20785104	20791023	ENSMUSG00000038742
Angptl7	current symbol	MGI:3605801	4	-	148579737	148584919	ENSMUSG00000028989
Ank3	rat synonym	MGI:88025	3	-	126715261	127292999	ENSMUSG00000032826
Ank3	current symbol	MGI:88026	10	+	69234608	69863266	ENSMUSG00000069601
Ankhd1	current symbol	MGI:1921733	18	+	36693656	36791961	ENSMUSG00000024483
Ankra2	current symbol	MGI:1915808	13	+	98399584	98411262	ENSMUSG00000021661
Ankrd10	current symbol	MGI:1921840	8	-	11661583	11685757	ENSMUSG00000031508
Ankrd11	current symbol	MGI:1924337	8	-	123610561	123769016	ENSMUSG00000035569
Ankrd12	current symbol	MGI:1914357	17	-	66272693	66384084	ENSMUSG00000034647
Ankrd13a	current symbol	MGI:1915670	5	+	114913009	114943882	ENSMUSG00000041870
Ankrd17	current symbol	MGI:1932101	5	-	90375025	90514436	ENSMUSG00000055204
Ankrd24	current symbol	MGI:1890394	10	+	81464374	81483444	ENSMUSG00000054708
Ankrd27	current symbol	MGI:2444103	7	+	35285669	35338651	ENSMUSG00000034867
Ankrd28	current symbol	MGI:2145661	14	-	31420725	31552608	ENSMUSG00000014496
Ankrd29	current symbol	MGI:2687055	18	-	12385419	12438854	ENSMUSG00000057766
Ankrd32	old symbol	MGI:2145448	13	-	77191207	77283592	ENSMUSG00000021597
Ankrd39	current symbol	MGI:1914816	1	-	36577252	36586333	ENSMUSG00000079610
Ankrd40	current symbol	MGI:1918702	11	+	94218827	94232667	ENSMUSG00000020864
Ankrd40	zebrafish symbol	MGI:5434049	11	+	94172699	94177079	ENSMUSG00000094091
Ankrd42	current symbol	MGI:1921095	7	-	92230931	92286350	ENSMUSG00000041343
Ankrd52	current symbol	MGI:2444029	10	+	128212993	128229875	ENSMUSG00000014498
Ankrd54	current symbol	MGI:2444209	15	-	78937294	78947093	ENSMUSG00000033055
Ankrd55	current symbol	MGI:1924568	13	+	112424985	112520536	ENSMUSG00000049985
Ankrd9	current symbol	MGI:1921501	12	-	110942854	110945516	ENSMUSG00000037904
Anks1	current symbol	MGI:2446180	17	+	28128280	28281749	ENSMUSG00000024219
Anks3	current symbol	MGI:1919865	16	-	4759300	4782069	ENSMUSG00000022515
Anln	current symbol	MGI:1920174	9	-	22243308	22300484	ENSMUSG00000036777
Ano10	current symbol	MGI:2143103	9	-	122004940	122123489	ENSMUSG00000037949
Ano6	current symbol	MGI:2145890	15	+	95688724	95872632	ENSMUSG00000064210
Anp32a	zebrafish symbol	MGI:3525200	11	-	33344879	33345266	ENSMUSG00000069913
Anp32a	current symbol	MGI:108447	9	+	62248637	62286084	ENSMUSG00000032249
Anp32b	current symbol	MGI:1914878	4	+	46450926	46472657	ENSMUSG00000028333
Anp32e	current symbol	MGI:1913721	3	+	95836557	95854699	ENSMUSG00000015749
Anpep	current symbol	MGI:5000466	7	-	79471551	79497958	ENSMUSG00000039062
Antxr1	current symbol	MGI:1916788	6	-	87110835	87312757	ENSMUSG00000033420
Antxr2	current symbol	MGI:1919164	5	-	98032547	98178876	ENSMUSG00000029338
Anxa1	current symbol	MGI:96819	19	-	20350798	20368035	ENSMUSG00000024659
Anxa11	current symbol	MGI:108481	14	+	25842580	25887228	ENSMUSG00000021866
Anxa2	current symbol	MGI:88246	9	+	69360978	69399074	ENSMUSG00000032231
Anxa3	current symbol	MGI:1201378	5	+	96941244	96993827	ENSMUSG00000029484
Anxa4	current symbol	MGI:88030	6	-	86713822	86770566	ENSMUSG00000029994
Anxa6	current symbol	MGI:88255	11	-	54869934	54924271	ENSMUSG00000018340
Anxa7	current symbol	MGI:88031	14	-	20505328	20530201	ENSMUSG00000021814
Anxa8	current symbol	MGI:1201374	14	+	33807938	33822528	ENSMUSG00000021950
Anxa9	current symbol	MGI:1923711	3	-	95203407	95214487	ENSMUSG00000015702
Aoc3	current symbol	MGI:1306797	11	+	101221432	101230256	ENSMUSG00000019326
Ap1s1	current symbol	MGI:1098244	5	-	137063847	137074962	ENSMUSG00000004849
Ap1s1	rat symbol	MGI:1914049	1	-	16611012	16689676	ENSMUSG00000025939
Ap1s2	current symbol	MGI:1889383	X	+	162692013	162716662	ENSMUSG00000031367
Ap2a1	current symbol	MGI:101921	7	-	44549797	44578914	ENSMUSG00000060279
Ap2b1	current symbol	MGI:1919020	11	+	83189850	83295861	ENSMUSG00000035152
Ap2m1	current symbol	MGI:1298405	16	+	20354230	20363659	ENSMUSG00000022841
Ap3b1	current symbol	MGI:1333879	13	+	94495468	94702825	ENSMUSG00000021686
Ap3d1	current symbol	MGI:107734	10	-	80542790	80578098	ENSMUSG00000020198
Ap3s2	current symbol	MGI:1337060	7	-	79525073	79570388	ENSMUSG00000063801
Ap4b1	current symbol	MGI:1337130	3	+	103716836	103729341	ENSMUSG00000032952
Apaf1	current symbol	MGI:1306796	10	-	90825173	90918632	ENSMUSG00000019979
Apba3	current symbol	MGI:1888527	10	+	81102799	81109081	ENSMUSG00000004931
Apbb1	current symbol	MGI:107765	7	-	105207690	105230860	ENSMUSG00000037032
Apex2	current symbol	MGI:1924872	X	-	149302515	149372864	ENSMUSG00000025269
Aph1b	current symbol	MGI:3522097	9	-	66682484	66702772	ENSMUSG00000032375
Aph1b	human symbol	MGI:1915568	9	-	66722276	66741953	ENSMUSG00000053040
Apip	current symbol	MGI:1926788	2	+	102904020	102922989	ENSMUSG00000010911
Apitd1	old symbol	MGI:1917178	4	-	149212806	149222057	ENSMUSG00000073705
Aplf	current symbol	MGI:1919353	6	-	87605406	87649175	ENSMUSG00000030051
Apln	current symbol	MGI:1353624	X	-	47114023	47123730	ENSMUSG00000037010
Aplp2	current symbol	MGI:88047	9	-	31060853	31123111	ENSMUSG00000031996
Apod	current symbol	MGI:88056	16	-	31115010	31133626	ENSMUSG00000022548
Apol6	current symbol	MGI:1919189	15	+	76929195	76941308	ENSMUSG00000033576
App	current symbol	MGI:88059	16	-	84751236	84972187	ENSMUSG00000022892
Appbp2	current symbol	MGI:1914134	11	-	85082134	85125946	ENSMUSG00000018481
Appl1	current symbol	MGI:1920243	14	-	26640943	26692567	ENSMUSG00000040760
Appl2	human synonym	MGI:88047	9	-	31060853	31123111	ENSMUSG00000031996
Appl2	current symbol	MGI:2384914	10	-	83435897	83484602	ENSMUSG00000020263
Appl2	zebrafish symbol	MGI:2146071	15	-	88983300	89007411	ENSMUSG00000051786
Aptx	current symbol	MGI:1913658	4	-	40682382	40703194	ENSMUSG00000028411
Aqp1	current symbol	MGI:103201	6	+	55313417	55325540	ENSMUSG00000004655
Aqp1	human synonym	MGI:3583959	6	+	55180368	55297207	ENSMUSG00000038022
Aqr	current symbol	MGI:1276102	2	-	113931642	114005788	ENSMUSG00000040383
Araf	current symbol	MGI:88065	X	+	20664053	20726758	ENSMUSG00000001127
Arap1	current symbol	MGI:1916960	7	+	100997296	101061793	ENSMUSG00000032812
Arc	current symbol	MGI:88067	15	-	74540932	74544419	ENSMUSG00000022602
Arc	synonym	MGI:1925938	8	+	106002777	106008571	ENSMUSG00000014776
Arcn1	current symbol	MGI:2387591	9	-	44653440	44679105	ENSMUSG00000032096
Arf3	current symbol	MGI:99432	15	-	98635505	98660999	ENSMUSG00000051853
Arf4	current symbol	MGI:99433	14	+	26359289	26377997	ENSMUSG00000021877
Arf6	current symbol	MGI:99435	12	+	69418924	69420557	ENSMUSG00000044147
Arfgap1	current symbol	MGI:2183559	2	+	180609018	180624319	ENSMUSG00000027575
Arfgap1	human synonym	MGI:1913501	15	-	83183940	83234448	ENSMUSG00000054277
Arfgap2	current symbol	MGI:1924288	2	+	91095319	91107276	ENSMUSG00000027255
Arfgap3	current symbol	MGI:1913501	15	-	83183940	83234448	ENSMUSG00000054277
Arfgef1	current symbol	MGI:2442988	1	-	10207796	10302895	ENSMUSG00000067851
Arfgef2	current symbol	MGI:2139354	2	+	166647508	166739972	ENSMUSG00000074582
Arfip1	current symbol	MGI:1277120	3	-	84403400	84489932	ENSMUSG00000074513
Arfip2	current symbol	MGI:1924182	7	-	105283410	105289623	ENSMUSG00000030881
Arfrp1	current symbol	MGI:1923938	2	-	180999483	181007197	ENSMUSG00000038671
Arhgap1	current symbol	MGI:2445003	2	+	91480463	91502670	ENSMUSG00000027247
Arhgap10	current symbol	MGI:1925764	8	-	77976995	78244582	ENSMUSG00000037148
Arhgap10	synonym	MGI:1918685	2	-	20852730	20973692	ENSMUSG00000036591
Arhgap11a	current symbol	MGI:2444300	2	-	113661837	113679006	ENSMUSG00000041219
Arhgap12	current symbol	MGI:1922665	18	-	6024448	6136102	ENSMUSG00000041225
Arhgap18	current symbol	MGI:1921160	10	+	26648363	26794644	ENSMUSG00000039031
Arhgap19	current symbol	MGI:1918335	19	-	41755027	41790486	ENSMUSG00000025154
Arhgap20	current symbol	MGI:2445175	9	+	51676651	51765158	ENSMUSG00000053199
Arhgap21	current symbol	MGI:1918685	2	-	20852730	20973692	ENSMUSG00000036591
Arhgap24	current symbol	MGI:1922647	5	+	102629257	103045803	ENSMUSG00000057315
Arhgap29	current symbol	MGI:2443818	3	+	121746752	121810326	ENSMUSG00000039831
Arhgap31	current symbol	MGI:1333857	16	-	38418705	38533397	ENSMUSG00000022799
Arhgap42	current symbol	MGI:1918794	9	-	8994330	9239106	ENSMUSG00000050730
Arhgap5	current symbol	MGI:1332637	12	+	52550755	52618758	ENSMUSG00000035133
Arhgdib	current symbol	MGI:101940	6	-	136900653	136918895	ENSMUSG00000030220
Arhgdig	zebrafish symbol	MGI:101940	6	-	136900653	136918895	ENSMUSG00000030220
Arhgdig	current symbol	MGI:108430	17	-	26418157	26420324	ENSMUSG00000073433
Arhgef1	current symbol	MGI:1353510	7	+	24602337	24626019	ENSMUSG00000040940
Arhgef10l	current symbol	MGI:1920004	4	-	140241796	140393318	ENSMUSG00000040964
Arhgef12	current symbol	MGI:1916882	9	-	42875138	43017069	ENSMUSG00000059495
Arhgef17	current symbol	MGI:2673002	7	-	100518959	100581314	ENSMUSG00000032875
Arhgef25	current symbol	MGI:1277173	10	-	127018394	127025952	ENSMUSG00000019467
Arhgef40	current symbol	MGI:2685515	14	+	52222176	52243708	ENSMUSG00000004562
Arhgef5	current symbol	MGI:1858952	6	+	43242578	43266254	ENSMUSG00000033542
Arhgef6	current symbol	MGI:1920591	X	-	56276845	56384089	ENSMUSG00000031133
Arid1a	current symbol	MGI:1935147	4	-	133406319	133484080	ENSMUSG00000007880
Arid1b	current symbol	MGI:1926129	17	+	5044607	5397931	ENSMUSG00000069729
Arid2	current symbol	MGI:1924294	15	+	96185399	96302873	ENSMUSG00000033237
Arid4a	current symbol	MGI:2444354	12	+	71062764	71145366	ENSMUSG00000048118
Arid4b	current symbol	MGI:2137512	13	+	14238334	14374188	ENSMUSG00000039219
Arid5a	current symbol	MGI:2443039	1	+	36346814	36363110	ENSMUSG00000037447
Arid5b	current symbol	MGI:2175912	10	-	67928350	68114570	ENSMUSG00000019947
Arih1	current symbol	MGI:1344363	9	-	59295541	59393901	ENSMUSG00000025234
Arih2	current symbol	MGI:1344361	9	-	108480141	108526585	ENSMUSG00000064145
Arl13b	current symbol	MGI:1915396	16	-	62614048	62667403	ENSMUSG00000022911
Arl2	current symbol	MGI:1928393	19	-	6184419	6191167	ENSMUSG00000024944
Arl2bp	current symbol	MGI:1349429	8	+	95393228	95401053	ENSMUSG00000031776
Arl4a	current symbol	MGI:99437	12	-	40083290	40087986	ENSMUSG00000047446
Arl4c	current symbol	MGI:2445172	1	-	88625947	88629913	ENSMUSG00000049866
Arl4d	current symbol	MGI:1933155	11	+	101556367	101558658	ENSMUSG00000034936
Arl6	current symbol	MGI:1927136	16	-	59433312	59459754	ENSMUSG00000022722
Arl6ip4	current symbol	MGI:1929500	5	+	124254171	124256258	ENSMUSG00000029404
Arl6ip5	current symbol	MGI:1929501	6	+	97187753	97210276	ENSMUSG00000035199
Arl8b	current symbol	MGI:1914416	6	+	108760020	108800684	ENSMUSG00000030105
Armc1	current symbol	MGI:1921502	3	-	19185566	19217229	ENSMUSG00000027599
Armc5	current symbol	MGI:2384586	7	+	127836514	127844272	ENSMUSG00000042178
Armc8	current symbol	MGI:1921375	9	-	99360425	99450952	ENSMUSG00000032468
Armcx1	current symbol	MGI:1925498	X	+	133618712	133622666	ENSMUSG00000033460
Armcx2	current symbol	MGI:1914666	X	-	133704894	133709970	ENSMUSG00000033436
Armcx4	current symbol	MGI:2147887	X	+	133587268	133597506	ENSMUSG00000049804
Arnt2	current symbol	MGI:107188	7	-	83895486	84059201	ENSMUSG00000015709
Arntl	old symbol	MGI:1096381	7	+	112806672	112913333	ENSMUSG00000055116
Arpc1a	current symbol	MGI:1928896	5	+	145020679	145045566	ENSMUSG00000029621
Arpc1b	current symbol	MGI:1343142	5	+	145051066	145064996	ENSMUSG00000029622
Arpc2	current symbol	MGI:1923959	1	+	74275656	74307368	ENSMUSG00000006304
Arpc4	current symbol	MGI:1915339	6	+	113355076	113367409	ENSMUSG00000079426
Arpc5l	current symbol	MGI:1921442	2	+	38895360	38905889	ENSMUSG00000026755
Arpp19	current symbol	MGI:1891691	9	+	74944896	74967595	ENSMUSG00000007656
Arrb1	current symbol	MGI:99473	7	+	99184673	99255978	ENSMUSG00000018909
Arrdc1	current symbol	MGI:2446136	2	-	24815364	24825264	ENSMUSG00000026972
Arrdc4	current symbol	MGI:1913662	7	-	68386742	68398986	ENSMUSG00000042659
Arsb	current symbol	MGI:88075	13	+	93908187	94079524	ENSMUSG00000042082
Arsb	human synonym	MGI:1930923	15	-	74598493	74599872	ENSMUSG00000022596
Arsj	current symbol	MGI:2443513	3	+	126157566	126234025	ENSMUSG00000046561
Arvcf	current symbol	MGI:109620	16	+	18166046	18225826	ENSMUSG00000118669
Arxes1	current symbol	MGI:1923469	X	+	134934116	134935695	ENSMUSG00000048355
Arxes1	rat symbol	MGI:1924226	X	+	134894573	134896104	ENSMUSG00000048040
As3mt	current symbol	MGI:1929882	19	+	46695897	46729538	ENSMUSG00000003559
Asah1	current symbol	MGI:1277124	8	-	41793234	41827810	ENSMUSG00000031591
Asap1	current symbol	MGI:1342335	15	-	63958706	64254768	ENSMUSG00000022377
Asb13	current symbol	MGI:2145525	13	+	3684032	3703822	ENSMUSG00000033781
Asb2	current symbol	MGI:1929743	12	-	103287401	103322260	ENSMUSG00000021200
Asb3	current symbol	MGI:1929749	11	+	30904398	31052704	ENSMUSG00000020305
Asb5	current symbol	MGI:1923544	8	+	55003366	55040877	ENSMUSG00000031519
Asb6	current symbol	MGI:1919573	2	-	30713109	30718312	ENSMUSG00000039483
Ascc3	current symbol	MGI:1925237	10	+	50468756	50727300	ENSMUSG00000038774
Asf1a	current symbol	MGI:1913653	10	+	53473057	53485321	ENSMUSG00000019857
Asf1b	current symbol	MGI:1914179	8	+	84682323	84696824	ENSMUSG00000005470
Ash1l	current symbol	MGI:2183158	3	+	88857929	88986682	ENSMUSG00000028053
Ash2l	current symbol	MGI:1344416	8	-	26306028	26337722	ENSMUSG00000031575
Asl	human synonym	MGI:103202	15	+	80832691	80855147	ENSMUSG00000022407
Asl	current symbol	MGI:88084	5	-	130040099	130053222	ENSMUSG00000025533
Asns	current symbol	MGI:1350929	6	-	7675169	7693209	ENSMUSG00000029752
Asnsd1	current symbol	MGI:1917646	1	-	53383776	53391911	ENSMUSG00000026095
Aspa	current symbol	MGI:87914	11	-	73195813	73217677	ENSMUSG00000020774
Asph	current symbol	MGI:1914186	4	-	9449085	9669344	ENSMUSG00000028207
Asxl2	current symbol	MGI:1922552	12	+	3476857	3556852	ENSMUSG00000037486
Atad2b	current symbol	MGI:2444798	12	+	4967353	5097394	ENSMUSG00000052812
Atad3a	current symbol	MGI:1919214	4	-	155825098	155845550	ENSMUSG00000029036
Atad5	current symbol	MGI:2442925	11	+	79980226	80026620	ENSMUSG00000017550
Atat1	current symbol	MGI:1913869	17	-	36208487	36220967	ENSMUSG00000024426
Ate1	current symbol	MGI:1333870	7	-	129993223	130122099	ENSMUSG00000030850
Atf2	current symbol	MGI:109349	2	-	73646853	73722983	ENSMUSG00000027104
Atf2	human synonym	MGI:107430	15	+	7840327	7867056	ENSMUSG00000022144
Atf3	current symbol	MGI:109384	1	-	190902493	190915530	ENSMUSG00000026628
Atf4	current symbol	MGI:88096	15	+	80139385	80141742	ENSMUSG00000042406
Atf5	current symbol	MGI:2141857	7	-	44461680	44466082	ENSMUSG00000038539
Atf6	current symbol	MGI:1926157	1	-	170532243	170695340	ENSMUSG00000026663
Atf6b	current symbol	MGI:105121	17	+	34866120	34874048	ENSMUSG00000015461
Atg12	current symbol	MGI:1914776	18	-	46865484	46874683	ENSMUSG00000032905
Atg14	current symbol	MGI:1261775	14	-	47778350	47805891	ENSMUSG00000037526
Atg16l1	current symbol	MGI:1924290	1	+	87683730	87720150	ENSMUSG00000026289
Atg16l2	current symbol	MGI:1920933	7	-	100935521	100951474	ENSMUSG00000047767
